1, 1, 高尾 美奈, たかお みな, 高尾 美奈, N, 依存, 癒やし, 自, 防UP, 小, 肉便器予備軍穴ホール, 探索, 4, 最初から, 2014-11-05, 20-1
378, 1309, 奉仕路 留, ほうしじ とどめ, 奉仕路 留, R, 執着, 抑圧ちゃん, 全, 攻UP, 小, メイドの有り方インプレス, イベント, 4, 御用の折りには私へ, 2016-04-02, 20-378
379, 1313, 競い合う使用人たち, きそいあうしようにんたち, N/A, R, 束縛, 癒やし, 全, 狡猾, 小, 狂おしいほどのご奉仕を貴方様へ, イベント報酬, 1, 御用の折りには私へ, 2016-04-11, 20-379
380, 1314, 桐皇学園★ギャルズ, とうおうがくえんぎゃるず, N/A, R, 狂気, 怪奇, 全, 狂乱, 小, アゲ↑アゲ↑バイブレーション, イベント報酬, 1, 御用の折りには私へ, 2016-04-11, 20-380
381, 1315, 才識 香律, さいしき かのり, 才識 香律, HR, 執着, 抑圧ちゃん, 敵全, 防DOWN, 中, 二人だけの偏差値テリトリー, バトル報酬, 4, 2016年04月バトルコンプ, 2016-04-04, 20-381
382, 1319, 逢形 紬, あがた つむぎ, 逢形 紬, HR, 束縛, 献身, 全, 防UP, 大, 永久のご奉仕デッドエンド, イベント, 4, 御用の折りには私へ, 2016-04-02, 20-382
383, 1323, 出水 凛, いずみ りん, 出水 凛, HR, 執着, 献身, 全, 攻UP, 大, 不可欠なる執事の必要性, イベント, 4, 御用の折りには私へ, 2016-04-02, 20-383
384, 1327, 【黒ギャル】香澄ちゃん, くろぎゃる かすみちゃん, 仁科 香澄, HR, 狂気, ぷんぷん, 全, 狂乱, 大, ピコッティングデストロイ♪初見殺し, イベント, 4, 御用の折りには私へ, 2016-04-02, 20-384
385, 1331, 【いちごメイド】苺姫 良子, いちごめいど まいひめ りょうこ, 苺姫 良子, HR, 狂気, 抑圧ちゃん, 敵, 攻DOWN, 中, ストロベリーモンスター, イベント報酬, 4, 御用の折りには私へ, 2016-04-11, 20-385
386, 1335, 【狂信】古院 誠, きょうしん こいん まこと, 古院 誠, HR, 狂気, 凶暴, 自, 狂乱, 中, 捧げます、にじよめちゃんにユーザーを！, ログイン報酬, 4, 祝！にじよめ3周年記念!!, 2016-04-01, 20-386
387, 1339, キングビンボー、罠保, きんぐびんぼー わなやす, 罠保 香美, R, 依存, 陰湿, 敵全, 攻DOWN, 小, 貧乏を極めし者, イベント, 4, さよなら幸せまたきて不幸, 2016-04-14, 20-387
388, 1343, 病み狂った神たち, やみくるったかみたち, N/A, R, 狂気, 怪奇, 自, 狂乱, 小, 幸か不幸かどん底ハッピー, イベント報酬, 1, さよなら幸せまたきて不幸, 2016-04-25, 20-388
389, 1344, 張憑 厄, はりつき やく, 張憑 厄, HR, 執着, 陰湿, 敵全, 防DOWN, 大, バッドエンドをご提供, イベント, 4, さよなら幸せまたきて不幸, 2016-04-14, 20-389
390, 1348, 潤々 福音, じゅんじゅん ふくね, 潤々 福音, HR, 依存, ドジ, 自, 防UP, 大, 神様からのハッピーリターン, イベント, 4, さよなら幸せまたきて不幸, 2016-04-14, 20-390
391, 1352, 【占い師】面平 舞波, うらないし めんひら まなみ, 面平 舞波, HR, 執着, 乱暴, 自, 狂乱, 中, 水晶で占う二人の理想像, イベント報酬, 4, さよなら幸せまたきて不幸, 2016-04-25, 20-391
392, 1356, 愛するモノの為に, あいするもののために, N/A, R, 狂気, 逆襲, 全, 狂乱, 小, 愛狂しい想いを経て, イベント, 1, 狂気の胎動～思惑外編～, 2016-05-19, 20-392
393, 1357, 【陥楽者】狂衣 誉, かんらくしゃ くるい ほまれ, 狂衣 誉, HR, 狂気, 狡猾, 自, 狡猾, 大, 全ては茅音様の為に, ガチャ限定, 4, 狂気の胎動～思惑外編～, 2016-05-04, 20-393
394, 1361, 【悦浸者】仁科 愛泉, しんえつしゃ にしな あいみ, 仁科 愛泉, HR, 狂気, 抑圧ちゃん, 敵全, 防DOWN, 大, よしくんに捧げる愛のメソッド, ガチャ限定, 4, 狂気の胎動～思惑外編～, 2016-05-04, 20-394
395, 1365, 【再淵】忌家 鈴音, さいえん いけ すずね, 忌家 鈴音, HR, 狂気, 怪奇, 自, 狂乱, 大, 隠れたる狂気の本懐, ガチャ限定, 4, 狂気の胎動～思惑外編～, 2016-05-04, 20-395
396, 1369, 跳山 遊々, とびやま るんるん, 跳山 遊々, R, 依存, バカ, 自, 防UP, 中, 消しゴムスナイパー, イベント, 4, 臨床データ、case：束崎 見守, 2016-04-28, 20-396
397, 1373, 真卜 理科, まぼく りか, 真卜 理科, R, 狂気, 狡猾, 自, 攻UP, 中, むらむらするムラムラスメル, イベント, 4, 臨床データ、case：束崎 見守, 2016-04-28, 20-397
398, 1377, 理系グラブ三人衆, りけいぐらぶさんにんしゅう, N/A, R, 束縛, 抑圧ちゃん, 全, 防UP, 小, 上位グラブへの道のり, イベント報酬, 1, 臨床データ、case：束崎 見守, 2016-05-09, 20-398
399, 1378, 束崎 見守, たばさき みもり, 束崎 見守, HR, 束縛, 清楚, 全, 防UP, 大, 余所見は禁止、壊して向ける貴方の心, イベント, 4, 臨床データ、case：束崎 見守, 2016-04-28, 20-399
400, 1382, 形美 名刻, かたみ なぎさ, 形美 名刻, HR, 束縛, 活発, 敵全, 防DOWN, 大, 際限なきアートスキン, イベント, 4, 臨床データ、case：束崎 見守, 2016-04-28, 20-400
401, 1386, 揺怜 ゆら, ゆられ ゆら, 揺怜 ゆら, HR, 束縛, 清楚, 自, 防UP, 中, 花開くヒューマンアレンジメント, イベント報酬, 4, 臨床データ、case：束崎 見守, 2016-05-09, 20-401
402, 1390, 傘合 相愛, かさい あい, 傘合 相愛, HR, 執着, 逆襲, 敵, 防DOWN, 中, 雨に咲く、世界に一つだけの傘, バトル報酬, 4, 2016年05月バトルコンプ, 2016-05-02, 20-402
403, 1394, 熱井 印, あつい しるし, 熱井 印, HR, 束縛, 元気, 自, 防UP, 大, 身体に刻む一生のコネクション, 探索, 4, 月曜特別探索第2弾, 2016-07-04, 20-403
404, 1398, カイロ・ケイ, かいろ けい, カイロ・ケイ, R, 執着, 献身, 自, 防UP, 中, 越えるべき機械とのボーダーライン, イベント, 4, 未来からの来訪者, 2016-05-12, 20-404
405, 1402, ウイルス感染女子, ういるすかんせんじょし, ウイルス感染女子, R, 束縛, 凶暴, 全, 攻UP, 小, 分かち合う愛情の果てに, イベント, 4, 未来からの来訪者, 2016-05-12, 20-405
406, 1406, 恋する無機物, こいするむきぶつ, N/A, R, 執着, 抑圧ちゃん, 自, 狂乱, 小, 拮抗する受け継がれし愛情, イベント報酬, 1, 未来からの来訪者, 2016-05-23, 20-406
407, 1407, YND-R2000, わいえぬでぃー・あーるにせん, YND-R2000, HR, 執着, 逆襲, 自, 攻UP, 大, ヤミとの邂逅, イベント, 4, 未来からの来訪者, 2016-05-12, 20-407
408, 1411, KSM-N『0』, けーえすえむ・えぬ・ぜろ, KSM-N『0』, HR, 狂気, 献身, 自, 防UP, 大, 悲願の結晶オーバードライブ, イベント, 4, 未来からの来訪者, 2016-05-12, 20-408
409, 1415, ニシナ・キリ, にしな きり, ニシナ・キリ, HR, 依存, 逆襲, 敵全, 攻DOWN, 中, 受け継ぐ『ニシナ』の意思, イベント報酬, 4, 未来からの来訪者, 2016-05-23, 20-409
410, 1419, 吊原 ひなこ, つるしはら ひなこ, 吊原 ひなこ, R, 狂気, 逆襲, 敵, 防DOWN, 中, 現世の現身、仮初の肉体, イベント, 4, 闇の中、希望を求め恋をする, 2016-05-26, 20-410
411, 1423, メルマリータ・夕菜, めるまりーた ゆうな, メルマリータ・夕菜, R, 依存, ぷんぷん, 自, 防UP, 中, 偽りの化身、隠匿の身となりて, イベント, 4, 闇の中、希望を求め恋をする, 2016-05-26, 20-411
412, 1427, 苑浦 宵子, そのうら よいこ, 苑浦 宵子, R, 執着, 変態, 自, 攻UP, 中, 夢見心地、偽物の化身, イベント報酬, 4, 闇の中、希望を求め恋をする, 2016-06-06, 20-412
413, 1431, 拗らせた者達, いんゔぁらすとぅ・ら・ぷらんせす, N/A, R, 狂気, 逆襲, 自, 狂乱, 小, 仇名す漆黒と銀白の象徴, イベント報酬, 1, 闇の中、希望を求め恋をする, 2016-06-06, 20-413
414, 1432, 緋色 果音, ひいろ かのん, 緋色 果音, HR, 執着, 清楚, 敵全, 防DOWN, 中, 呪われし瞳、愛しの魔眼, イベント, 4, 闇の中、希望を求め恋をする, 2016-05-26, 20-414
415, 1436, 希 愛梨, のぞみ あいり, 希 愛梨, HR, 依存, 活発, 全, 防UP, 中, 失声の歌姫、愛の歌, イベント, 4, 闇の中、希望を求め恋をする, 2016-05-26, 20-415
416, 1440, 【ゴシック】綴ちゃん, ごしっく つづりちゃん, 書々 綴, HR, 執着, 癒やし, 敵, 防DOWN, 大, 望む未来、導く日記帳, ガチャ限定, 4, 闇の中、希望を求め恋をする, 2016-05-26, 20-416
417, 1444, 不動院 霧加, ふどういん きりか, 不動院 霧加, HR, 狂気, 抑圧ちゃん, 自, 攻UP, 中, 高貴なる心、蔑む愚民達, イベント報酬, 4, 闇の中、希望を求め恋をする, 2016-06-06, 20-417
418, 1448, 中田 綾音, なかた あやね, 中田 綾音, HR, 狂気, 献身, 自, 狡猾, 中, お兄ちゃんフォーエバーラブハート, 特別報酬, 2, 特典コードを入力, 2016-06-22, 20-418
419, 1450, メル, める, メル, HR, 狂気, 乱暴, 自, 狂乱, 中, ブラコンファンタスティック, 特別報酬, 2, 特典コードを入力, 2016-06-22, 20-419
420, 1452, 【花嫁】のどかちゃん, はなよめ のどかちゃん, 南雲 のどか, R, 狂気, 癒やし, 自, 防UP, 中, 待ち続けるウォーターウェディング, イベント, 4, 結婚シミュレーター, 2016-06-09, 20-420
421, 1456, 【白無垢】千代ちゃん, しろむく ちよちゃん, 小坂 千代, R, 執着, 逆襲, 自, 狂乱, 中, 愛で断ち切る悪しき女の怨念, イベント, 4, 結婚シミュレーター, 2016-06-09, 20-421
422, 1460, 花嫁大集合, はなよめだいしゅうごう, N/A, R, 狂気, 腹黒, 全, 狂乱, 小, 永遠の誓い、オールフォー君, イベント報酬, 1, 結婚シミュレーター, 2016-06-20, 20-422
423, 1461, 西園 あやめ, にしぞの あやめ, 西園 あやめ, HR, 執着, すきんしっぱー, 敵全, 攻DOWN, 中, 一生一緒、結婚エクスペリエンス, イベント, 4, 結婚シミュレーター, 2016-06-09, 20-423
424, 1465, 【黒花嫁】根腐 栞, くろはなよめ ねぐされ しおり, 根腐 栞, HR, 執着, 陰湿, 敵全, 防DOWN, 中, 愛の契り・受胎の儀, イベント, 4, 結婚シミュレーター, 2016-06-09, 20-424
425, 1469, 【白無垢】早川 光, しろむく はやかわ ひかり, 早川 光, HR, 束縛, 抑圧ちゃん, 敵全, 攻DOWN, 大, もう逃がさない、愛のフォーエバーモニタリング, ガチャ限定, 4, 結婚シミュレーター, 2016-06-09, 20-425
426, 1473, 【花嫁】悪い虫, はなよめ わるいむし, 悪い虫, HR, 無属, 逆襲, 敵全, 防DOWN, 大, 今日から『奥様』、悪い虫はあなたたち！, ガチャ限定, 4, 結婚シミュレーター, 2016-06-09, 20-426
427, 1477, 【花嫁】祈ちゃん, はなよめ いのりちゃん, 儚井 祈, HR, 依存, 清楚, 自, 防UP, 大, 何物にも染められない貴方色の私, イベント報酬, 4, 結婚シミュレーター, 2016-06-20, 20-427
428, 1481, 駅長 亜亜亜, えきなが みあ, 駅長 亜亜亜, HR, 依存, ドジ, 自, 防UP, 中, 連結射量ラブステーション, バトル報酬, 4, 2016年06月バトルコンプ, 2016-06-01, 20-428
429, 1485, 百麦 泡羽, ももむぎ あわわ, 百麦 泡羽, R, 依存, 元気, 自, 防UP, 中, シュワシュワ爽やか秘伝淫料, イベント, 4, 食熱！桐皇学園 飲食リーグ, 2016-06-23, 20-429
430, 1489, 煮平 敦子, にへい あつこ, 煮平 敦子, R, 狂気, 変態, 自, 攻UP, 中, 『直接』煮込む愛情鍋, イベント, 4, 食熱！桐皇学園 飲食リーグ, 2016-06-23, 20-430
431, 1493, 碗和 わん, わんわ わん, 碗和 わん, R, 執着, 狡猾, 全, 狂乱, 小, 魅了する『D』フード, ガチャ限定, 4, 食熱！桐皇学園 飲食リーグ, 2016-06-23, 20-431
432, 1497, 飲食グラブ女子の集い, いんしょくぐらぶじょしのつどい, N/A, R, 狂気, 変態, 全, 攻UP, 小, 加熱する飲食グラブバトル, イベント報酬, 1, 食熱！桐皇学園 飲食リーグ, 2016-07-04, 20-432
433, 1498, 間瀬 夜気帆, まぜ やきほ, 間瀬 夜気帆, HR, 束縛, 活発, 自, 攻UP, 大, 頬張りたいのは黒くて太いアレ, イベント, 4, 食熱！桐皇学園 飲食リーグ, 2016-06-23, 20-433
434, 1502, 乳川 白子, ちちかわ しろこ, 乳川 白子, HR, 束縛, 癒やし, 敵, 攻DOWN, 大, 母なるミルクスプラッシュ, イベント, 4, 食熱！桐皇学園 飲食リーグ, 2016-06-23, 20-434
435, 1506, 栄鷹 秤, さかえだか はかり, 栄鷹 秤, HR, 依存, ぷんぷん, 全, 攻UP, 中, 大人の愛情、強制ヘルシー, イベント, 4, 食熱！桐皇学園 飲食リーグ, 2016-06-25, 20-435
436, 1510, 【自爆弁当】多根灯 円, じばくべんとう たねあかり まどか, 多根灯 円, HR, 束縛, ツンデレ, 敵全, 攻DOWN, 中, 愛憔弁当ホカホカスチーム, イベント報酬, 4, 食熱！桐皇学園 飲食リーグ, 2016-07-04, 20-436
437, 1514, 【皿屋敷】姫路さん, さらやしき ひめじさん, 姫路 時子, R, 執着, 活発, 自, 狂乱, 中, 1枚…2枚…(バリンっバリンっ!!), イベント, 4, 病み子さん～桐皇学園百不思議～, 2016-07-07, 20-437
438, 1518, 雨晒 桜, あまざらし さくら, 雨晒 桜, R, 依存, すきんしっぱー, 全, 防UP, 小, 心霊エクスペリエンス, イベント, 4, 病み子さん～桐皇学園百不思議～, 2016-07-07, 20-438
439, 1522, 憑かず離れず, つかずはなれず, N/A, R, 束縛, 怪奇, 敵全, 攻DOWN, 小, 愛は霊力より深し, イベント報酬, 1, 病み子さん～桐皇学園百不思議～, 2016-07-18, 20-439
440, 1523, 仄池 礼乃, ほのいけ れいの, 仄池 礼乃, HR, 束縛, 怪奇, 自, 防UP, 大, この力は君の為に, イベント, 4, 病み子さん～桐皇学園百不思議～, 2016-07-07, 20-440
441, 1527, 病み子さん, やみこさん, 禍野 瘴子, HR, 執着, 逆襲, 自, 狂乱, 大, 悲しみ・裏切り・絶望, イベント, 4, 病み子さん～桐皇学園百不思議～, 2016-07-07, 20-441
442, 1531, 絞キョンシー, しまりきょんしー, 吊瀬 絞, HR, 束縛, すきんしっぱー, 全, 防UP, 大, 新たなボディで従順死人, ガチャ限定, 4, 病み子さん～桐皇学園百不思議～, 2016-07-07, 20-442
443, 1535, 【出荷】売女ちゃん, しゅっか ばいたちゃん, 売女, HR, 無属, バカ, 敵全, 防DOWN, 中, 売れば分かる本当の価値, バトル報酬, 4, 2016年07月バトルコンプ, 2016-07-04, 20-443
444, 1539, 【芽吹き】毒神 希乃恋, めぶき どくがみ きのれ, 毒神 希乃恋, HR, 束縛, 狡猾, 全, 狂乱, 大, キノコ！爆発的植生, ガチャ限定, 4, 病み子さん～桐皇学園百不思議～, 2016-07-07, 20-444
445, 1543, 伝田 粘子, でんでん ねばこ, 伝田 粘子, HR, 依存, すきんしっぱー, 敵全, 攻DOWN, 中, ヌルヌルヌメルあなたへの想い, イベント報酬, 4, 病み子さん～桐皇学園百不思議～, 2016-07-18, 20-445
446, 1547, 【ノベル】この4人, のべる このよにん, N/A, HR, 依存, ぷんぷん, 全, 狡猾, 中, 告白されたので病化してヤンデレハーレムを作ります, 特別報酬, 2, 特典コードを入力, 2016-07-29, 20-446
447, 1549, 【水着】灰汁締 舞李, みずぎ あくじめ まいり, 灰汁締 舞李, R, 依存, 凶暴, 全, 攻UP, 小, どこだろうと私がルール, イベント, 4, スクxパニコラボ～夏の孤島でバトルロワイヤル～, 2016-08-18, 20-447
448, 1553, 【水着】エネ・タブ姉, みずぎ えね・たぶねえ, エネ・タブ姉, R, 束縛, 献身, 全, 防UP, 小, エネタブ大量投与, イベント, 4, スクxパニコラボ～夏の孤島でバトルロワイヤル～, 2016-08-18, 20-448
449, 1557, スクパニガールズ, すくぱにがーるず, N/A, R, 狂気, ぷんぷん, 全, 狂乱, 小, スクールガールパニッシュメント, イベント報酬, 1, スクxパニコラボ～夏の孤島でバトルロワイヤル～, 2016-08-29, 20-449
450, 1558, 【水着】宮下 由利香, みずぎ みやした ゆりか, 宮下 由利香, HR, 依存, 献身, 全, 防UP, 大, 貴方を想うヒロインシアター, イベント, 4, スクxパニコラボ～夏の孤島でバトルロワイヤル～, 2016-08-18, 20-450
451, 1562, 【水着】木山 静, みずぎ きやま しずか, 木山 静, HR, 束縛, ツンデレ, 自, 防UP, 大, あなたの為のにゃんライフ♪, イベント, 4, スクxパニコラボ～夏の孤島でバトルロワイヤル～, 2016-08-18, 20-451
